elapsedTime, numEvents, actionType, numCriticalPoints,traveledDistance, endToEndLine, largestDeviation, efficiency, a_beg_time, sum_of_angles,avgv,  sdv,  minv, maxv,avgvx, sdvx, minvx, maxvx,avgvy, sdvy, minvy, maxvy,avga,  sda,  mina, maxa,avg_omega, sd_omega, min_omega, max_omega,avg_jerk, sd_jerk, min_jerk, max_jerk,avg_curvature, sd_curvature, min_curvature, max_curvature,direction,userid
7598,937,3,737,26668.25,  747.51,  231.81,    0.03,    0.01,  585.22,    5.30,   57.97,    0.00, 1261.00,    0.82,    1.00,    0.00,    8.00,    4.72,   58.01,    0.01, 1261.00,    0.32,   18.02, -420.22, -420.22,   -0.00,    0.44,   -1.57,    1.57,   -0.28,    6.42, -140.60,  104.21,   -0.00,    0.60,   -1.57,    1.57,    7.00,7
641,117,3,71,  130.24,  104.35,    0.89,    0.80,    0.01,   99.75,    0.58,    0.33,    0.10,    2.24,    0.31,    0.38,    0.08,    2.00,    0.33,    0.32,    0.08,    1.00,    0.08,    0.31,   -0.59,   -0.59,   -0.05,    0.72,   -1.57,    1.57,   -0.37,    0.45,   -1.57,    0.67,    0.02,    1.03,   -1.57,    1.57,    2.00,7
3874,460,3,377,  489.64,  294.21,    0.00,    0.60,    0.04,  322.80,    0.54,    0.38,    0.00,    2.00,    0.31,    0.37,    0.00,    2.00,    0.27,    0.37,    0.00,    2.00,    0.10,    0.33,   -0.56,   -0.56,   -0.00,    0.48,   -1.57,    1.57,   -0.23,    0.48,   -1.57,    1.50,    0.00,    0.71,   -1.57,    1.57,    1.00,7
3392,1272,3,1014, 1867.11,  524.11,  248.28,    0.28,    0.00, 1226.94,    1.19,    0.83,    0.00,    5.83,    0.64,    0.69,    0.06,    4.00,    0.79,    0.77,    0.00,    5.00,    0.06,    0.63,   -3.12,   -3.12,   -0.01,    0.44,   -1.57,    1.57,   -0.61,    0.78,   -4.69,    3.31,    0.01,    0.47,   -1.57,    1.57,    4.00,7
4115,1095,3,783, 2122.08, 1571.89,   16.17,    0.74,    0.00,  723.04,    1.75,    1.40,    0.00,   10.82,    1.20,    0.93,    0.00,    6.00,    1.03,    1.29,    0.00,    9.00,    0.03,    0.77,   -4.99,   -4.99,   -0.00,    0.50,   -1.57,    1.57,   -0.50,    0.88,   -5.91,    5.02,   -0.01,    0.57,   -1.57,    1.57,    0.00,7
2476,530,3,383,  981.98,  199.12,    0.00,    0.20,    0.00,  592.35,    1.52,    1.31,    0.00,    7.62,    0.67,    0.79,    0.01,    4.00,    1.27,    1.17,    0.00,    7.00,    0.06,    0.98,   -4.98,   -4.98,   -0.01,    0.48,   -1.57,    1.57,   -0.77,    1.06,   -6.22,    4.65,    0.02,    0.58,   -1.57,    1.57,    7.00,7
2637,1049,3,767,32601.74,  154.56,  688.80,    0.00,    0.00,  410.18,   15.54,  178.91,    0.00, 3070.00,    1.40,    1.16,    0.00,    8.00,   14.34,  179.00,    0.01, 3070.00,    2.60,  134.05,-1530.25,-1530.25,   -0.01,    0.48,   -1.57,    1.57,    3.15,  121.63,-1024.24, 3068.67,   -0.01,    0.56,   -1.57,    1.57,    1.00,7
1111,202,3,165,  221.63,   25.08,    7.70,    0.11,    0.01,   47.12,    0.62,    0.41,    0.00,    2.00,    0.55,    0.44,    0.00,    2.00,    0.09,    0.23,    0.01,    1.00,    0.09,    0.36,   -1.00,   -1.00,    0.01,    0.44,   -1.57,    1.57,    0.01,    0.40,   -1.57,    1.50,   -0.01,    0.70,   -1.57,    1.57,    4.00,7
384,110,3,103,  115.83,  114.04,    0.45,    0.98,    0.04,    3.14,    0.75,    0.41,    0.06,    2.00,    0.74,    0.42,    0.06,    2.00,    0.02,    0.14,    0.50,    1.00,    0.10,    0.44,   -1.00,   -1.00,    0.01,    0.20,   -0.79,    1.57,    0.12,    0.41,   -1.00,    1.50,   -0.00,    0.25,   -1.57,    1.57,    0.00,7
1250,499,4,401,  888.84,  510.72,   40.30,    0.57,    0.00,  147.39,    1.49,    1.19,    0.01,    6.71,    1.32,    1.10,    0.01,    6.00,    0.48,    0.66,    0.06,    3.00,    0.08,    0.82,   -3.59,   -3.59,   -0.00,    0.36,   -1.57,    1.57,   -0.12,    0.84,   -3.92,    4.54,   -0.01,    0.40,   -1.57,    1.57,    0.00,7
2191,129,3,83,  157.14,  114.81,    0.61,    0.73,    0.00,   91.11,    0.89,    0.45,    0.00,    1.41,    0.59,    0.42,    0.00,    1.00,    0.51,    0.44,    0.00,    1.00,    0.05,    0.34,   -0.46,   -0.46,   -0.03,    0.66,   -1.57,    1.57,   -0.42,    0.55,   -1.99,    0.75,   -0.02,    0.84,   -1.57,    1.57,    0.00,7
18987,1570,3,1210, 5480.84,  673.24, 1389.70,    0.12,    0.00,  906.88,    1.44,    1.39,    0.00,   13.81,    1.09,    1.22,    0.00,   10.00,    0.69,    0.91,    0.00,   13.81,    0.06,    0.81,   -5.80,   -5.80,   -0.01,    0.48,   -1.57,    1.57,   -0.36,    0.89,   -6.18,    7.70,   -0.01,    0.58,   -1.57,    1.57,    3.00,7
27063,2563,4,1872,12954.89,  723.41,  104.25,    0.06,    0.00, 1488.39,    1.27,    3.74,    0.00,  161.00,    0.78,    0.76,    0.00,    6.00,    0.68,    3.73,    0.00,  161.00,    0.04,    1.42,  -63.40,  -63.40,    0.00,    0.54,   -1.57,    1.57,   -0.39,    1.50,  -64.97,    5.27,   -0.01,    0.70,   -1.57,    1.57,    2.00,7
4329,1303,3,951,18647.95, 1000.68,   43.06,    0.05,    0.00,  384.50,    5.05,   51.25,    0.00, 1567.00,    1.88,    1.87,    0.00,   14.00,    3.58,   51.30,    0.00, 1567.00,    1.25,   44.73, -217.67, -217.67,    0.00,    0.45,   -1.57,    1.57,    1.13,   43.60,  -36.54, 1565.29,   -0.01,    0.51,   -1.57,    1.57,    0.00,7
633,344,3,256,  514.04,  455.04,   60.71,    0.89,    0.00,  102.17,    1.29,    0.73,    0.06,    5.10,    1.14,    0.76,    0.06,    5.00,    0.31,    0.45,    0.25,    2.00,    0.06,    0.75,   -3.10,   -3.10,   -0.01,    0.54,   -1.57,    1.57,   -0.16,    0.80,   -3.10,    3.10,   -0.02,    0.55,   -1.57,    1.57,    4.00,7
413,134,3,119,  204.59,  201.30,    0.22,    0.98,    0.01,    6.89,    1.36,    0.70,    0.17,    3.00,    1.34,    0.70,    0.17,    3.00,    0.07,    0.24,    0.50,    1.00,    0.05,    0.57,   -1.25,   -1.25,    0.00,    0.19,   -0.79,    0.79,    0.02,    0.55,   -1.79,    2.50,   -0.01,    0.19,   -0.79,    0.56,    0.00,7
455,183,3,132,  333.97,  317.67,    0.14,    0.95,    0.00,  151.44,    1.66,    0.82,    0.06,    4.47,    1.01,    0.53,    0.06,    3.00,    1.22,    0.80,    0.50,    4.00,    0.07,    1.02,   -3.06,   -3.06,   -0.01,    0.36,   -1.57,    1.57,   -0.65,    1.01,   -4.63,    2.98,   -0.00,    0.33,   -1.57,    1.57,    1.00,7
1863,472,3,331,  872.40,  743.84,    8.96,    0.85,    0.01,  222.26,    1.58,    1.22,    0.00,    7.21,    1.33,    1.08,    0.02,    6.00,    0.67,    0.79,    0.00,    4.00,    0.07,    0.82,   -4.38,   -4.38,   -0.00,    0.49,   -1.57,    1.57,   -0.26,    0.85,   -4.97,    5.21,   -0.01,    0.60,   -1.57,    1.57,    0.00,7
1484,764,3,587, 1344.38,  835.63,   49.10,    0.62,    0.00,  357.68,    1.56,    1.12,    0.02,    8.60,    1.23,    0.86,    0.02,    5.00,    0.75,    0.93,    0.03,    7.00,    0.06,    0.85,   -5.00,   -5.00,   -0.00,    0.44,   -1.57,    1.57,   -0.32,    0.91,   -5.98,    4.71,   -0.01,    0.46,   -1.57,    1.57,    0.00,7
9463,821,3,570, 7920.10,  145.01,    2.10,    0.02,    0.00,  348.22,    2.21,    2.80,    0.00,   59.66,    1.89,    1.49,    0.00,    8.00,    0.81,    2.50,    0.00,   59.66,    0.05,    1.24,   -9.26,   -9.26,   -0.00,    0.39,   -1.57,    1.57,   -0.21,    1.19,   -4.78,    6.18,   -0.01,    0.50,   -1.57,    1.57,    0.00,7
12672,2175,3,1648,26390.95,  505.37, 2398.63,    0.02,    0.00, 1112.63,    1.81,    5.95,    0.00,  216.77,    1.24,    1.50,    0.00,   14.00,    0.80,    5.85,    0.00,  216.77,    0.05,    1.00,  -10.42,  -10.42,   -0.01,    0.49,   -1.57,    1.57,   -0.31,    0.99,   -7.18,    7.45,   -0.01,    0.60,   -1.57,    1.57,    3.00,7
3717,594,3,383,55872.92,  391.08, 2853.69,    0.01,    0.00,  436.27,   46.23,  314.86,    0.00, 2770.00,    0.65,    0.83,    0.00,    6.00,   45.72,  314.93,    0.00, 2770.00,   20.40,  291.08,-2754.00,-2754.00,   -0.00,    0.62,   -1.57,    1.57,   21.68,  286.79,-2755.57, 2766.18,    0.01,    0.86,   -1.57,    1.57,    4.00,7
3442,339,3,255,23865.90,  127.80, 1459.51,    0.01,    0.00,  400.55,   16.08,  152.77,    0.01, 2369.00,    0.20,    0.37,    0.01,    1.00,   15.96,  152.78,    0.01, 2369.00,    5.36,  133.89, -592.50, -592.50,   -0.02,    0.50,   -1.57,    1.57,    5.71,  129.88, -296.25, 2366.43,    0.01,    0.68,   -1.57,    1.57,    2.00,7
8370,913,3,717, 5337.86,  352.87,   49.99,    0.07,    0.00,  165.13,    1.58,    1.20,    0.00,    8.25,    1.50,    1.20,    0.00,    8.00,    0.23,    0.45,    0.01,    5.24,    0.07,    1.02,   -4.25,   -4.25,    0.00,    0.38,   -1.57,    1.57,   -0.03,    1.02,   -4.25,    6.75,   -0.01,    0.44,   -1.57,    1.57,    0.00,7
13032,584,3,418,40283.88,  390.04, 1902.45,    0.01,    0.05,  383.56,   26.87,  197.28,    0.00, 2471.00,    0.48,    0.47,    0.00,    2.00,   26.49,  197.33,    0.00, 2471.00,    5.49,  162.65,-1229.00,-1229.00,   -0.00,    0.59,   -1.57,    1.57,    5.68,  155.16,-1230.57, 2470.50,   -0.03,    0.74,   -1.57,    1.57,    4.00,7
1722,337,3,271, 4861.40,  107.62, 1302.98,    0.02,    0.00,  432.75,    0.82,    2.05,    0.01,   36.35,    0.14,    0.32,    0.00,    1.00,    0.74,    2.05,    0.04,   36.35,    0.05,    0.44,   -4.83,   -4.83,   -0.01,    0.46,   -1.57,    1.57,   -0.79,    0.58,   -2.57,    0.67,    0.03,    0.65,   -1.57,    1.57,    2.00,7
19394,3181,3,2342,125359.15,  306.73,  434.47,    0.00,    0.00, 2247.24,   18.19,  155.26,    0.00, 2029.00,    0.75,    0.76,    0.00,    6.00,   17.74,  155.31,    0.00, 2029.00,    4.32,  149.62,-1913.00,-1913.00,    0.00,    0.50,   -1.57,    1.57,    4.29,  146.04,-1914.57, 2027.35,   -0.01,    0.64,   -1.57,    1.57,    6.00,7
1638,271,3,215,10454.69,  206.63, 1176.04,    0.02,    0.00,  265.00,    5.65,   55.89,    0.01,  847.67,    0.19,    0.32,    0.01,    1.00,    5.48,   55.91,    0.02,  847.67,    0.58,   13.29,  -62.79,  -62.79,    0.02,    0.50,   -1.57,    1.57,   -0.23,    4.23,   -7.15,   67.96,    0.00,    0.77,   -1.57,    1.57,    2.00,7
4718,689,3,513, 9493.42,  107.78,    0.00,    0.01,    0.00,  761.36,    1.06,    1.49,    0.00,   26.16,    0.22,    0.36,    0.00,    2.00,    0.93,    1.52,    0.00,   26.16,    0.04,    0.64,   -6.29,   -6.29,    0.00,    0.47,   -1.57,    1.57,   -0.77,    0.86,   -5.57,    2.93,    0.01,    0.78,   -1.57,    1.57,    7.00,7
4042,487,4,386,38084.38,   71.20,   18.12,    0.00,    0.00,  601.65,    9.38,  113.73,    0.00, 2350.00,    0.16,    0.32,    0.01,    1.00,    9.28,  113.74,    0.00, 2350.00,    5.30,  107.30,  -55.95,  -55.95,    0.01,    0.48,   -1.57,    1.57,    4.32,  106.62,   -4.34, 2348.37,    0.02,    0.68,   -1.57,    1.57,    1.00,7
634,144,3,106,  153.03,  128.74,    6.21,    0.84,    0.00,   48.05,    0.54,    0.39,    0.07,    2.83,    0.43,    0.38,    0.07,    2.00,    0.14,    0.32,    0.14,    2.00,    0.08,    0.37,   -0.83,   -0.83,    0.02,    0.60,   -1.57,    1.57,   -0.06,    0.47,   -1.57,    2.58,   -0.01,    0.93,   -1.57,    1.57,    3.00,7
632,80,3,50,   85.63,   68.51,    0.00,    0.80,    0.00,   75.40,    0.60,    0.43,    0.01,    2.00,    0.29,    0.37,    0.12,    1.00,    0.39,    0.42,    0.01,    2.00,    0.09,    0.38,   -0.75,   -0.75,    0.02,    0.61,   -1.57,    1.57,   -0.36,    0.56,   -1.99,    1.08,    0.04,    0.90,   -1.57,    1.57,    2.00,7
2736,523,3,417,  708.99,  271.54,   17.76,    0.38,    0.00,  226.90,    1.14,    0.72,    0.00,    3.16,    0.92,    0.75,    0.01,    3.00,    0.36,    0.53,    0.00,    2.00,    0.04,    0.50,   -2.16,   -2.16,   -0.00,    0.49,   -1.57,    1.57,   -0.27,    0.70,   -2.61,    2.16,   -0.00,    0.63,   -1.57,    1.57,    0.00,7
1662,416,3,302, 1183.22, 1104.58,   41.57,    0.93,    0.00,  210.10,    2.70,    1.91,    0.01,    6.32,    2.40,    1.85,    0.01,    6.00,    1.07,    0.80,    0.01,    3.00,    0.04,    0.55,   -1.37,   -1.37,   -0.01,    0.43,   -1.57,    1.57,   -0.35,    0.60,   -1.99,    1.16,   -0.01,    0.50,   -1.57,    1.57,    0.00,7
4335,1853,3,1497, 2487.25,  827.83,  325.94,    0.33,    0.00,  669.83,    1.14,    0.71,    0.00,    4.00,    0.98,    0.78,    0.00,    4.00,    0.26,    0.41,    0.01,    2.00,    0.05,    0.56,   -2.59,   -2.59,   -0.00,    0.45,   -1.57,    1.57,   -0.19,    0.69,   -2.95,    3.00,   -0.01,    0.51,   -1.57,    1.57,    4.00,7
7960,2264,3,1784,17036.72,  398.91,  546.62,    0.02,    0.00,  896.22,    1.94,   26.22,    0.00, 1157.50,    0.95,    0.75,    0.00,    6.00,    1.15,   26.24,    0.00, 1157.50,    0.32,   11.68,  -11.46,  -11.46,    0.01,    0.43,   -1.57,    1.57,   -0.12,    5.80,   -4.41,  272.51,   -0.02,    0.47,   -1.57,    1.57,    2.00,7
5724,995,3,707, 1918.00, 1109.58,   50.33,    0.58,    0.00,  703.32,    1.73,    1.12,    0.00,    8.25,    1.26,    1.14,    0.00,    8.00,    0.85,    0.80,    0.00,    4.00,    0.04,    0.73,   -4.12,   -4.12,   -0.01,    0.46,   -1.57,    1.57,   -0.54,    0.89,   -4.12,    5.21,    0.01,    0.55,   -1.57,    1.57,    4.00,7
3918,586,3,452, 1128.11,  166.08,    1.32,    0.15,    0.00,  168.25,    1.62,    1.42,    0.00,   10.20,    1.51,    1.43,    0.00,   10.00,    0.30,    0.47,    0.02,    2.00,    0.04,    0.82,   -5.10,   -5.10,   -0.00,    0.44,   -1.57,    1.57,   -0.13,    0.87,   -5.30,    5.08,   -0.02,    0.51,   -1.57,    1.57,    0.00,7
8756,1273,3,929,41332.98,  733.19,   21.26,    0.02,    0.00,  677.81,    2.66,   20.27,    0.00,  604.67,    0.90,    0.68,    0.00,    5.00,    2.02,   20.31,    0.01,  604.67,    0.19,    4.89,  -17.40,  -17.40,    0.01,    0.56,   -1.57,    1.57,   -0.28,    1.73,   -3.79,   56.57,   -0.02,    0.64,   -1.57,    1.57,    0.00,7
12853,1006,3,727, 1239.15,  752.68,  111.82,    0.61,    0.00,  457.33,    0.89,    0.62,    0.00,    4.12,    0.71,    0.62,    0.00,    4.00,    0.31,    0.44,    0.00,    2.00,    0.07,    0.54,   -2.16,   -2.16,    0.00,    0.58,   -1.57,    1.57,   -0.20,    0.64,   -2.63,    3.12,   -0.02,    0.75,   -1.57,    1.57,    4.00,7
7008,1459,3,1016,19705.35, 1146.96,    4.41,    0.06,    0.00,  612.95,    1.44,    4.42,    0.00,  145.07,    1.04,    0.81,    0.00,   10.00,    0.64,    4.41,    0.01,  145.07,    0.05,    0.72,   -8.20,   -8.20,   -0.01,    0.58,   -1.57,    1.57,   -0.25,    0.76,   -8.99,   10.24,   -0.03,    0.65,   -1.57,    1.57,    0.00,7
7692,484,3,350, 1339.01,  829.19,  115.21,    0.62,    0.02,  200.50,    2.45,    2.83,    0.00,   12.37,    2.28,    2.82,    0.00,   12.00,    0.58,    0.68,    0.00,    3.00,    0.04,    0.69,   -6.29,   -6.29,    0.00,    0.47,   -1.57,    1.57,   -0.21,    0.76,   -6.45,    9.16,   -0.01,    0.69,   -1.57,    1.57,    4.00,7
29788,1101,3,792,18906.98,  755.10,   92.91,    0.04,    0.01,  442.03,    2.43,   22.67,    0.00,  711.50,    1.26,    1.37,    0.00,    6.00,    1.43,   22.68,    0.00,  711.50,    0.27,    7.25,  -20.25,  -20.25,   -0.01,    0.52,   -1.57,    1.57,   -0.13,    3.62,   -3.18,  117.76,   -0.01,    0.66,   -1.57,    1.57,    0.00,7
5168,693,3,533, 1429.97,  887.00,  153.04,    0.62,    0.01,  268.72,    1.76,    2.29,    0.00,   10.20,    1.60,    2.32,    0.00,   10.00,    0.41,    0.48,    0.01,    2.00,    0.04,    0.58,   -5.10,   -5.10,    0.01,    0.45,   -1.57,    1.57,   -0.23,    0.68,   -5.30,    7.48,   -0.00,    0.61,   -1.57,    1.57,    3.00,7
4897,1230,4,868,17678.30,  527.23,   37.72,    0.03,    0.00,  664.54,    3.14,   42.84,    0.00, 1062.50,    1.02,    0.93,    0.00,    4.00,    2.43,   42.86,    0.01, 1062.50,    0.45,   15.17,  -11.30,  -11.30,   -0.00,    0.59,   -1.57,    1.57,   -0.15,    7.61,   -2.52,  265.60,   -0.01,    0.69,   -1.57,    1.57,    0.00,7
9374,2402,3,1715, 4543.26,  666.28,  677.09,    0.15,    0.00, 1559.46,    1.53,    1.64,    0.00,   11.00,    1.14,    1.59,    0.00,   11.00,    0.68,    0.86,    0.00,    5.00,    0.08,    0.91,   -5.90,   -5.90,    0.00,    0.55,   -1.57,    1.57,   -0.35,    0.98,   -5.90,    8.50,   -0.00,    0.65,   -1.57,    1.57,    4.00,7
16423,1292,3,947,30625.36,  392.10,    1.50,    0.01,    0.00,  644.50,    5.45,   84.04,    0.00, 2118.00,    1.15,    0.84,    0.00,    4.00,    4.61,   84.07,    0.01, 2118.00,    1.65,   59.00,  -75.64,  -75.64,   -0.00,    0.48,   -1.57,    1.57,    1.27,   58.96,   -3.12, 2117.83,   -0.02,    0.52,   -1.57,    1.57,    0.00,7
1306,447,3,351,  655.38,   17.09,  264.75,    0.03,    0.00,  363.52,    1.28,    0.77,    0.01,    2.83,    0.70,    0.62,    0.01,    2.00,    0.90,    0.73,    0.06,    2.00,    0.04,    0.48,   -1.24,   -1.24,   -0.00,    0.43,   -1.57,    1.57,   -0.68,    0.73,   -2.81,    0.94,    0.01,    0.51,   -1.57,    1.57,    3.00,7
2170,739,3,559, 1518.87,  936.43,  153.37,    0.62,    0.00,  563.30,    1.87,    1.94,    0.01,    8.54,    0.88,    0.73,    0.01,    4.00,    1.40,    2.00,    0.01,    8.00,    0.05,    0.46,   -2.00,   -2.00,    0.00,    0.53,   -1.57,    1.57,   -0.59,    0.73,   -2.60,    3.00,   -0.01,    0.61,   -1.57,    1.57,    1.00,7
2013,854,3,657, 2415.06, 1796.73,  483.48,    0.74,    0.01,  485.11,    2.70,    2.16,    0.01,    9.06,    2.18,    2.17,    0.01,    9.00,    1.01,    1.23,    0.01,    5.00,    0.02,    0.49,   -1.41,   -1.41,    0.01,    0.42,   -1.57,    1.57,   -0.45,    0.69,   -2.50,    1.24,    0.00,    0.51,   -1.57,    1.57,    7.00,7
1321,470,3,371, 1525.55, 1438.39,   26.85,    0.94,    0.00,  133.25,    3.17,    2.74,    0.00,    8.54,    3.02,    2.68,    0.01,    8.00,    0.72,    0.85,    0.00,    3.00,    0.01,    0.56,   -1.26,   -1.26,    0.00,    0.32,   -1.57,    1.57,   -0.19,    0.62,   -1.99,    1.50,   -0.01,    0.34,   -1.57,    1.57,    4.00,7
790,447,3,302, 1092.77, 1039.62,   14.63,    0.95,    0.01,  532.70,    2.37,    1.82,    0.13,    6.32,    0.75,    0.71,    0.13,    2.00,    2.18,    1.77,    0.13,    6.00,    0.01,    0.54,   -1.41,   -1.41,    0.01,    0.52,   -1.57,    1.57,   -1.14,    0.70,   -2.99,    1.41,    0.05,    0.47,   -1.57,    1.57,    2.00,7
436,39,3,21,   41.55,   33.84,    1.06,    0.81,    0.35,   22.45,    0.55,    0.40,    0.01,    2.00,    0.39,    0.41,    0.10,    2.00,    0.24,    0.31,    0.01,    1.00,    0.09,    0.35,   -0.65,   -0.65,   -0.02,    0.67,   -1.57,    1.57,   -0.19,    0.49,   -1.32,    1.50,    0.06,    1.04,   -1.57,    1.57,    7.00,7
10885,2085,3,1543,58118.16,  779.96,  302.91,    0.01,    0.00, 1646.18,    9.53,  113.42,    0.00, 2446.00,    0.87,    0.89,    0.00,    6.00,    8.91,  113.46,    0.00, 2446.00,    2.19,  109.23,-1949.00,-1949.00,    0.00,    0.49,   -1.57,    1.57,    1.44,  108.06,-1950.57, 2446.00,   -0.00,    0.50,   -1.57,    1.57,    6.00,7
13308,1976,3,1521, 3010.94,  574.63,  160.44,    0.19,    0.40,  973.79,    1.35,    0.95,    0.00,    5.10,    1.13,    1.02,    0.00,    5.00,    0.42,    0.47,    0.00,    2.00,    0.03,    0.44,   -1.76,   -1.76,   -0.00,    0.52,   -1.57,    1.57,   -0.33,    0.63,   -2.81,    2.42,   -0.01,    0.61,   -1.57,    1.57,    4.00,7
5692,1010,3,809,36631.97,  470.12,   70.54,    0.01,    0.00,  457.76,    7.47,   97.60,    0.01, 2077.00,    0.69,    0.52,    0.00,    2.00,    6.89,   97.64,    0.01, 2077.00,    4.50,   91.46, -130.46, -130.46,   -0.00,    0.48,   -1.57,    1.57,    4.05,   90.11,  -17.57, 2076.67,   -0.02,    0.57,   -1.57,    1.57,    0.00,7
1770,708,3,544, 1263.16,  678.09,   52.61,    0.54,    0.00,  539.38,    1.65,    1.30,    0.00,    5.39,    0.79,    0.69,    0.00,    4.00,    1.16,    1.41,    0.06,    5.00,    0.03,    0.64,   -2.00,   -2.00,    0.00,    0.44,   -1.57,    1.57,   -0.66,    0.92,   -3.11,    3.00,    0.01,    0.47,   -1.57,    1.57,    2.00,7
4398,925,3,705, 9284.00, 1205.29,  420.16,    0.13,    0.00,  520.72,    1.82,    1.43,    0.00,   10.98,    1.23,    1.30,    0.00,    5.00,    0.75,    1.26,    0.00,   10.98,    0.03,    0.46,   -1.24,   -1.24,   -0.00,    0.45,   -1.57,    1.57,   -0.42,    0.75,   -2.81,    1.24,   -0.01,    0.58,   -1.57,    1.57,    7.00,7
2736,1095,4,837,41396.76,  594.05,   89.71,    0.01,    0.00,  703.13,   23.60,  208.72,    0.01, 2258.00,    1.50,    1.82,    0.02,    8.00,   22.48,  208.83,    0.01, 2258.00,    5.97,  182.38,-2087.00,-2087.00,   -0.01,    0.48,   -1.57,    1.57,    7.80,  175.16,-2088.57, 2255.88,   -0.01,    0.54,   -1.57,    1.57,    7.00,7
751,192,4,167,  191.90,    8.60,   75.10,    0.04,    0.00,  263.11,    0.74,    0.37,    0.01,    1.41,    0.08,    0.25,    0.01,    1.00,    0.68,    0.39,    0.01,    1.00,    0.06,    0.28,   -0.46,   -0.46,   -0.02,    0.41,   -1.57,    1.57,   -0.96,    0.62,   -1.99,    0.86,    0.02,    0.64,   -1.57,    1.57,    0.00,7
997,190,4,142,  256.52,  138.45,   16.48,    0.54,    0.00,  203.45,    1.14,    0.70,    0.00,    4.00,    0.47,    0.51,    0.00,    2.00,    0.91,    0.69,    0.02,    4.00,    0.05,    0.63,   -2.00,   -2.00,   -0.02,    0.57,   -1.57,    1.57,   -0.77,    0.81,   -3.11,    1.90,    0.02,    0.68,   -1.57,    1.57,    2.00,7
6431,2336,3,1709,19882.22, 1334.02, 2553.42,    0.07,    0.00, 1240.48,    3.34,   36.53,    0.00, 1551.00,    1.49,    1.26,    0.00,    8.00,    2.26,   36.56,    0.00, 1551.00,    0.43,   33.49, -344.67, -344.67,   -0.00,    0.53,   -1.57,    1.57,    0.13,   32.34, -129.91, 1550.00,   -0.01,    0.59,   -1.57,    1.57,    2.00,7
1926,638,3,473, 1266.78,  732.21,   46.85,    0.58,    0.01,  414.29,    1.84,    1.24,    0.01,    5.00,    1.30,    1.07,    0.01,    4.00,    1.04,    0.99,    0.01,    4.00,    0.03,    0.56,   -1.64,   -1.64,    0.01,    0.44,   -1.57,    1.57,   -0.52,    0.72,   -2.62,    2.29,   -0.00,    0.54,   -1.57,    1.57,    6.00,7
639,165,3,102,  182.88,   19.92,    0.30,    0.11,    0.01,   93.46,    0.77,    0.39,    0.01,    1.41,    0.55,    0.41,    0.01,    1.00,    0.34,    0.41,    0.02,    1.00,    0.08,    0.33,   -0.46,   -0.46,   -0.02,    0.79,   -1.57,    1.57,   -0.27,    0.54,   -1.99,    1.21,   -0.03,    0.96,   -1.57,    1.57,    7.00,7
114,18,4,12,   16.41,   12.53,    2.39,    0.76,    0.21,   16.49,    0.54,    0.34,    0.05,    1.00,    0.25,    0.38,    0.33,    1.00,    0.30,    0.32,    0.05,    1.00,    0.13,    0.33,   -0.25,   -0.25,   -0.14,    0.81,   -1.57,    1.57,   -0.40,    0.37,   -0.91,    0.05,    0.01,    1.07,   -1.57,    1.57,    2.00,7
5041,1114,3,845, 1602.37,  617.68,  286.14,    0.39,    0.00,  664.05,    1.28,    0.75,    0.00,    3.61,    0.96,    0.76,    0.00,    3.00,    0.59,    0.59,    0.00,    2.00,    0.04,    0.52,   -1.83,   -1.83,   -0.00,    0.53,   -1.57,    1.57,   -0.44,    0.71,   -3.40,    2.00,    0.00,    0.61,   -1.57,    1.57,    1.00,7
5769,354,3,254,  453.13,  369.20,   65.67,    0.81,    0.00,  238.28,    1.01,    0.67,    0.00,    4.47,    0.76,    0.68,    0.00,    4.00,    0.47,    0.46,    0.00,    2.00,    0.05,    0.47,   -2.24,   -2.24,   -0.02,    0.55,   -1.57,    1.57,   -0.40,    0.58,   -2.70,    2.89,   -0.02,    0.72,   -1.57,    1.57,    4.00,7
5634,610,3,442, 3775.80,  378.58,    4.71,    0.10,    0.00,  415.58,    1.09,    0.49,    0.00,    2.83,    0.75,    0.52,    0.00,    2.00,    0.59,    0.50,    0.00,    2.54,    0.04,    0.43,   -1.54,   -1.54,   -0.00,    0.63,   -1.57,    1.57,   -0.52,    0.64,   -2.99,    1.54,    0.01,    0.72,   -1.57,    1.57,    0.00,7
3278,182,3,129,  238.42,  220.95,    2.83,    0.93,    0.00,   43.69,    1.11,    0.68,    0.00,    3.16,    1.00,    0.66,    0.00,    3.00,    0.27,    0.43,    0.00,    1.00,    0.03,    0.65,   -1.75,   -1.75,    0.01,    0.48,   -1.57,    1.57,   -0.15,    0.67,   -2.53,    2.46,   -0.03,    0.58,   -1.57,    1.57,    4.00,7
6056,171,3,143, 1874.99, 1675.47,  201.37,    0.89,    0.02,   19.92,    1.21,    0.57,    0.04,    2.24,    1.15,    0.58,    0.00,    2.00,    0.13,    0.34,    0.50,    1.00,    0.01,    0.63,   -1.24,   -1.24,   -0.01,    0.39,   -1.57,    1.57,   -0.09,    0.69,   -1.79,    1.24,   -0.01,    0.35,   -1.57,    1.57,    6.00,7
