elapsedTime, numEvents, actionType, numCriticalPoints,traveledDistance, endToEndLine, largestDeviation, efficiency, a_beg_time, sum_of_angles,avgv,  sdv,  minv, maxv,avgvx, sdvx, minvx, maxvx,avgvy, sdvy, minvy, maxvy,avga,  sda,  mina, maxa,avg_omega, sd_omega, min_omega, max_omega,avg_jerk, sd_jerk, min_jerk, max_jerk,avg_curvature, sd_curvature, min_curvature, max_curvature,direction,userid
1528,92,3,40,  243.10,  228.69,   23.10,    0.94,    0.21,   92.15,    0.26,    0.25,    0.00,    1.00,    0.05,    0.08,    0.00,    0.30,    0.24,    0.25,    0.01,    1.00,   -0.05,    0.17,   -1.00,   -1.00,   -0.19,    0.52,   -1.57,    0.16,   -0.37,    0.64,   -2.41,    0.00,    0.14,    0.46,   -1.57,    1.57,    1.00,3
309,20,3,10,  111.82,  109.99,    0.00,    0.98,    0.10,   10.58,    0.56,    0.36,    0.10,    1.16,    0.42,    0.28,    0.10,    0.91,    0.36,    0.24,    0.09,    0.73,   -0.00,    0.02,   -0.05,   -0.05,   -0.00,    0.02,   -0.03,    0.07,   -0.06,    0.03,   -0.09,    0.00,   -0.01,    0.11,   -0.32,    0.28,    0.00,3
2106,150,3,101, 2210.07,  546.75,  861.06,    0.25,    0.02,   49.15,    1.42,    2.02,    0.01,    8.55,    1.18,    1.92,    0.01,    8.55,    0.36,    0.94,    0.05,    5.60,   -0.01,    0.21,   -2.30,   -2.30,   -0.00,    0.03,   -0.16,    0.14,   -0.05,    0.19,   -2.30,    0.03,   -0.01,    0.31,   -1.57,    1.57,    2.00,3
616,43,3,14,  613.08,  605.34,    0.74,    0.99,    0.00,   22.29,    1.40,    1.56,    0.01,    5.66,    1.03,    1.14,    0.05,    4.20,    0.93,    1.09,    0.01,    3.80,    0.00,    0.10,   -0.20,   -0.20,   -0.00,    0.02,   -0.10,    0.05,   -0.05,    0.04,   -0.16,    0.00,   -0.01,    0.41,   -1.57,    1.57,    7.00,3
3683,140,3,107, 1007.82,  689.06,    6.70,    0.68,    0.00,  138.70,    0.69,    1.14,    0.00,    7.70,    0.52,    1.19,    0.00,    7.70,    0.22,    0.20,    0.01,    0.80,    0.00,    0.07,   -0.34,   -0.34,    0.00,    0.03,   -0.10,    0.14,   -0.09,    0.08,   -0.52,    0.05,    0.01,    0.32,   -1.57,    1.57,    7.00,3
2002,141,3,71,  888.40,  646.09,  203.35,    0.73,    0.00,   91.17,    0.60,    0.78,    0.00,    4.00,    0.48,    0.82,    0.00,    4.00,    0.20,    0.22,    0.03,    0.82,    0.00,    0.04,   -0.12,   -0.12,    0.00,    0.02,   -0.08,    0.16,   -0.06,    0.06,   -0.16,    0.02,    0.02,    0.19,   -0.56,    1.57,    4.00,3
762,41,3,23,  361.72,   70.01,    2.21,    0.19,    0.07,   22.97,    0.97,    0.97,    0.00,    5.00,    0.77,    0.93,    0.00,    5.00,    0.50,    0.43,    0.02,    1.50,    0.13,    0.79,   -0.12,   -0.12,   -0.00,    0.03,   -0.07,    0.11,    0.08,    0.80,   -0.12,    5.00,   -0.01,    0.19,   -0.79,    0.56,    1.00,3
270,15,4,10,  280.42,  276.99,    0.00,    0.99,    0.07,    2.10,    2.12,    2.14,    0.02,    7.31,    2.03,    2.07,    0.02,    7.14,    0.51,    0.65,    0.13,    1.70,    0.04,    0.28,   -0.41,   -0.41,   -0.00,    0.02,   -0.02,    0.05,   -0.01,    0.03,   -0.06,    0.06,    0.00,    0.01,   -0.01,    0.03,    4.00,3
1263,15,3,7,  286.03,  284.56,    0.00,    0.99,    0.02,    6.36,    1.95,    1.50,    0.92,    4.62,    1.61,    1.23,    0.70,    3.73,    1.08,    0.88,    0.30,    2.73,   -0.00,    0.09,   -0.18,   -0.18,   -0.00,    0.02,   -0.02,    0.07,   -0.04,    0.03,   -0.09,    0.00,    0.01,    0.02,   -0.01,    0.08,    0.00,3
595,43,3,24,  319.06,  117.89,  135.85,    0.37,    0.04,   21.05,    0.72,    1.08,    0.05,    4.44,    0.65,    0.98,    0.09,    4.00,    0.26,    0.50,    0.05,    2.00,   -0.01,    0.04,   -0.22,   -0.22,   -0.00,    0.03,   -0.07,    0.08,   -0.04,    0.05,   -0.22,    0.00,    0.02,    0.21,   -0.56,    0.79,    5.00,3
614,44,3,15,   98.37,   97.32,    5.10,    0.99,    0.03,   44.59,    0.22,    0.29,    0.05,    1.14,    0.04,    0.08,    0.10,    0.30,    0.22,    0.29,    0.05,    1.10,   -0.06,    0.16,   -0.73,   -0.73,   -0.31,    0.65,   -1.57,    0.16,   -0.45,    0.70,   -2.03,    0.00,    0.35,    0.59,   -0.21,    1.57,    1.00,3
1555,48,3,35,  171.28,  112.72,   55.69,    0.66,    0.01,   32.54,    0.34,    0.31,    0.00,    1.30,    0.22,    0.33,    0.00,    1.27,    0.15,    0.19,    0.01,    0.70,    0.00,    0.02,   -0.06,   -0.06,   -0.00,    0.02,   -0.05,    0.14,   -0.05,    0.07,   -0.16,    0.00,    0.02,    0.36,   -1.57,    1.57,    3.00,3
668,40,4,21,   84.39,   76.32,    0.00,    0.90,    0.03,   43.42,    0.20,    0.13,    0.01,    0.53,    0.07,    0.07,    0.06,    0.20,    0.18,    0.13,    0.01,    0.50,    0.00,    0.02,   -0.04,   -0.04,   -0.01,    0.07,   -0.26,    0.14,   -0.14,    0.24,   -1.57,    0.00,    0.02,    0.60,   -1.57,    1.57,    5.00,3
3296,25,3,5,  148.13,  147.30,    0.57,    0.99,    0.01,    8.89,    0.59,    1.01,    0.09,    3.24,    0.33,    0.57,    0.27,    2.00,    0.48,    0.83,    0.09,    2.64,   -0.01,    0.06,   -0.18,   -0.18,    0.00,    0.03,   -0.03,    0.11,   -0.04,    0.05,   -0.16,    0.01,    0.11,    0.31,   -0.09,    0.98,    1.00,3
939,49,3,17,  102.37,   90.48,    3.21,    0.88,    0.08,   44.14,    0.20,    0.24,    0.00,    0.98,    0.06,    0.10,    0.01,    0.40,    0.19,    0.23,    0.00,    0.90,   -0.06,    0.18,   -0.82,   -0.82,   -0.20,    0.53,   -1.57,    0.16,   -0.35,    0.61,   -2.07,    0.00,    0.18,    0.67,   -1.57,    1.57,    1.00,3
1029,47,3,28,  805.63,  552.48,    0.13,    0.69,    0.02,   12.33,    1.67,    2.32,    0.01,    8.48,    1.47,    1.98,    0.01,    7.27,    0.74,    1.24,    0.09,    4.36,   -0.00,    0.11,   -0.36,   -0.36,    0.00,    0.02,   -0.03,    0.07,   -0.02,    0.03,   -0.09,    0.01,   -0.01,    0.15,   -0.79,    0.56,    7.00,3
1008,65,3,38, 1095.45, 1018.74,  138.02,    0.93,    0.02,   36.70,    1.65,    2.19,    0.10,    8.72,    0.86,    0.86,    0.09,    3.70,    1.27,    2.10,    0.09,    7.90,    0.00,    0.11,   -0.34,   -0.34,   -0.00,    0.03,   -0.08,    0.12,   -0.06,    0.05,   -0.16,    0.01,    0.00,    0.21,   -0.79,    1.25,    2.00,3
1546,81,3,46,  372.75,  350.49,   28.20,    0.94,    0.00,   67.55,    0.43,    0.51,    0.00,    1.75,    0.10,    0.12,    0.00,    0.40,    0.40,    0.51,    0.01,    1.73,    0.00,    0.02,   -0.07,   -0.07,   -0.00,    0.03,   -0.16,    0.14,   -0.08,    0.06,   -0.16,    0.00,   -0.00,    0.39,   -1.57,    1.57,    6.00,3
242,24,4,19,   65.07,   65.01,    0.08,    1.00,    0.09,    0.14,    0.27,    0.20,    0.05,    0.71,    0.26,    0.20,    0.05,    0.70,    0.00,    0.02,    0.10,    0.10,   -0.01,    0.03,   -0.10,   -0.10,    0.00,    0.00,   -0.01,    0.01,   -0.01,    0.02,   -0.10,    0.01,   -0.00,    0.01,   -0.05,    0.02,    0.00,3
5816,163,3,105,  576.13,  495.49,    0.00,    0.86,    0.00,  146.59,    0.34,    0.69,    0.00,    4.26,    0.28,    0.68,    0.00,    4.20,    0.14,    0.17,    0.00,    1.00,    0.01,    0.12,   -0.26,   -0.26,    0.01,    0.08,   -0.16,    0.79,   -0.06,    0.13,   -0.20,    1.41,    0.00,    0.58,   -1.57,    1.57,    7.00,4
1321,94,3,46,  476.31,  459.94,    9.07,    0.97,    0.00,   41.08,    0.51,    0.38,    0.01,    1.32,    0.43,    0.34,    0.01,    1.30,    0.23,    0.22,    0.05,    0.90,    0.00,    0.02,   -0.06,   -0.06,   -0.00,    0.04,   -0.11,    0.16,   -0.04,    0.03,   -0.11,    0.00,    0.00,    0.26,   -0.79,    1.57,    3.00,4
1875,79,3,54,  529.89,  507.59,   11.42,    0.96,    0.01,   20.12,    0.66,    1.14,    0.00,    4.53,    0.53,    0.86,    0.01,    3.40,    0.36,    0.76,    0.00,    3.20,    0.00,    0.06,   -0.19,   -0.19,   -0.00,    0.03,   -0.16,    0.11,   -0.02,    0.04,   -0.16,    0.00,   -0.02,    0.27,   -1.57,    0.59,    7.00,4
538,40,3,10,  537.89,  524.20,    0.00,    0.97,    0.00,   24.73,    1.37,    1.70,    0.01,    5.74,    0.62,    0.74,    0.01,    2.30,    1.19,    1.56,    0.10,    5.30,    0.00,    0.10,   -0.27,   -0.27,    0.00,    0.04,   -0.14,    0.16,   -0.06,    0.06,   -0.26,    0.00,    0.04,    0.34,   -0.79,    1.57,    2.00,4
2423,115,3,71,  986.45,  656.23,   38.02,    0.67,    0.02,  117.50,    0.92,    1.56,    0.00,   11.67,    0.55,    1.39,    0.00,   11.50,    0.52,    0.87,    0.00,    4.20,    0.04,    0.43,   -0.67,   -0.67,    0.00,    0.03,   -0.08,    0.08,   -0.08,    0.22,   -0.52,    2.13,    0.03,    0.31,   -1.57,    1.57,    0.00,4
586,26,3,14,   44.19,   42.95,    2.51,    0.97,    0.49,    2.81,    0.16,    0.17,    0.01,    0.73,    0.16,    0.16,    0.01,    0.70,    0.04,    0.07,    0.10,    0.20,   -0.01,    0.03,   -0.11,   -0.11,    0.00,    0.03,   -0.08,    0.08,   -0.02,    0.03,   -0.11,    0.00,   -0.01,    0.23,   -0.79,    0.56,    4.00,4
8628,152,1,73,  819.36,  740.31,  142.19,    0.90,    0.00,  133.32,    0.54,    0.75,    0.00,    4.11,    0.33,    0.64,    0.02,    3.70,    0.37,    0.44,    0.00,    2.10,   -0.00,    0.07,   -0.50,   -0.50,   -0.01,    0.17,   -1.57,    0.79,   -0.11,    0.19,   -1.57,    0.05,    0.05,    0.39,   -1.57,    1.57,    5.00,4
3260,89,3,50, 1201.67,  757.17,  125.64,    0.63,    0.00,   86.22,    1.32,    1.77,    0.00,    8.06,    0.85,    1.50,    0.00,    7.40,    0.80,    1.12,    0.03,    4.60,   -0.00,    0.11,   -0.33,   -0.33,    0.00,    0.05,   -0.16,    0.16,   -0.09,    0.06,   -0.17,    0.06,    0.01,    0.42,   -1.57,    1.57,    0.00,4
714,23,3,14,   18.41,   14.87,    2.42,    0.81,    0.04,   21.21,    0.05,    0.04,    0.01,    0.10,    0.02,    0.03,    0.01,    0.10,    0.04,    0.04,    0.03,    0.10,    0.00,    0.00,   -0.00,   -0.00,    0.00,    0.06,   -0.16,    0.16,   -0.06,    0.06,   -0.16,    0.00,    0.07,    0.86,   -1.57,    1.57,    6.00,4
2434,125,3,80, 1729.72,  652.95,  591.72,    0.38,    0.00,   58.14,    1.82,    4.60,    0.00,   46.10,    1.49,    4.16,    0.00,   42.00,    0.76,    2.10,    0.01,   19.00,    0.09,    4.89,  -23.05,  -23.05,   -0.00,    0.06,   -0.39,    0.42,    0.10,    4.53,  -16.25,   46.10,    0.02,    0.42,   -1.57,    1.57,    4.00,4
874,60,3,44,  745.30,  534.50,   30.33,    0.72,    0.08,   30.08,    1.25,    1.99,    0.01,    8.50,    0.73,    0.93,    0.01,    4.00,    0.83,    1.86,    0.01,    7.50,    0.00,    0.11,   -0.50,   -0.50,   -0.02,    0.21,   -1.57,    0.16,   -0.05,    0.06,   -0.17,    0.00,    0.05,    0.34,   -0.79,    1.57,    2.00,4
851,71,3,34,  544.50,  338.70,  167.83,    0.62,    0.00,   42.58,    0.77,    0.78,    0.06,    3.47,    0.53,    0.62,    0.05,    2.90,    0.48,    0.54,    0.05,    2.20,    0.00,    0.06,   -0.20,   -0.20,    0.00,    0.03,   -0.08,    0.11,   -0.06,    0.05,   -0.16,    0.00,    0.02,    0.19,   -0.56,    0.79,    1.00,4
4149,142,3,42,  650.79,  412.41,  181.87,    0.63,    0.01,   75.28,    0.23,    0.53,    0.00,    3.61,    0.14,    0.40,    0.00,    3.00,    0.16,    0.36,    0.01,    2.00,    0.06,    0.49,   -1.00,   -1.00,    0.01,    0.34,   -1.57,    1.57,   -0.05,    0.52,   -1.72,    2.82,    0.16,    0.84,   -1.57,    1.57,    5.00,4
3056,105,4,86,  397.03,   46.39,    9.79,    0.12,    0.01,  154.60,    0.37,    0.25,    0.00,    1.12,    0.02,    0.05,    0.09,    0.20,    0.37,    0.25,    0.00,    1.10,    0.00,    0.02,   -0.06,   -0.06,   -0.00,    0.02,   -0.05,    0.16,   -0.15,    0.15,   -1.57,    0.00,    0.01,    0.09,   -0.21,    0.79,    5.00,4
1487,67,3,35,  299.33,  234.56,   33.74,    0.78,    0.01,   65.70,    0.44,    0.57,    0.02,    2.84,    0.14,    0.15,    0.01,    0.60,    0.39,    0.57,    0.01,    2.80,   -0.00,    0.04,   -0.15,   -0.15,   -0.00,    0.06,   -0.16,    0.16,   -0.10,    0.08,   -0.52,    0.00,    0.02,    0.57,   -1.57,    1.57,    2.00,4
3386,64,3,10,   96.88,   67.54,    0.00,    0.70,    0.00,   22.46,    0.03,    0.05,    0.00,    0.23,    0.01,    0.02,    0.00,    0.10,    0.02,    0.05,    0.00,    0.21,   -0.00,    0.01,   -0.05,   -0.05,   -0.03,    0.17,   -1.25,    0.16,   -0.06,    0.22,   -1.57,    0.00,    0.21,    0.76,   -1.57,    1.57,    1.00,4
1219,88,3,25,  274.20,  227.26,    3.64,    0.83,    0.00,   50.19,    0.32,    0.62,    0.01,    3.89,    0.08,    0.17,    0.01,    0.70,    0.30,    0.60,    0.05,    3.83,   -0.02,    0.18,   -0.97,   -0.97,   -0.03,    0.20,   -1.33,    0.24,   -0.09,    0.25,   -2.18,    0.01,    0.04,    0.46,   -1.57,    1.57,    6.00,4
1417,90,3,50,  420.48,  140.04,    0.00,    0.33,    0.01,   69.31,    0.46,    0.73,    0.01,    3.72,    0.29,    0.45,    0.01,    2.00,    0.34,    0.58,    0.01,    3.20,   -0.01,    0.10,   -0.64,   -0.64,   -0.04,    0.23,   -1.57,    0.17,   -0.13,    0.26,   -1.64,    0.00,    0.05,    0.33,   -0.79,    1.57,    6.00,4
794,59,4,45,  216.31,  213.14,    8.60,    0.99,    0.01,   82.39,    0.36,    0.39,    0.03,    1.32,    0.04,    0.08,    0.05,    0.30,    0.35,    0.39,    0.03,    1.30,   -0.00,    0.02,   -0.06,   -0.06,   -0.00,    0.04,   -0.16,    0.16,   -0.15,    0.20,   -1.57,    0.00,    0.01,    0.42,   -1.57,    1.57,    5.00,4
885,55,3,31,  396.37,  371.25,   25.57,    0.94,    0.00,   47.55,    0.90,    1.67,    0.01,   10.20,    0.17,    0.31,    0.01,    2.00,    0.85,    1.66,    0.03,   10.00,   -0.03,    0.17,   -0.90,   -0.90,   -0.02,    0.29,   -1.57,    1.37,   -0.13,    0.32,   -2.37,    0.00,    0.00,    0.59,   -1.57,    1.57,    2.00,4
1828,93,3,34,  371.11,  332.28,   22.89,    0.90,    0.00,   49.81,    0.29,    1.46,    0.01,   14.00,    0.02,    0.04,    0.01,    0.20,    0.27,    1.46,    0.01,   14.00,    0.07,    1.64,   -7.00,   -7.00,   -0.01,    0.23,   -1.18,    1.57,    0.04,    1.53,   -3.50,   14.00,   -0.04,    0.69,   -1.57,    1.57,    2.00,4
1484,97,3,61, 1245.12, 1121.02,   39.03,    0.90,    0.04,   73.41,    1.29,    1.75,    0.01,    6.08,    0.77,    1.28,    0.02,    4.90,    0.96,    1.26,    0.01,    4.00,   -0.02,    0.33,   -2.97,   -2.97,   -0.00,    0.12,   -0.79,    0.52,   -0.10,    0.38,   -3.76,    0.04,    0.05,    0.56,   -1.57,    1.57,    6.00,4
202,14,4,2,  112.43,  110.11,    0.97,    0.98,    0.15,    4.70,    0.86,    0.66,    0.02,    1.94,    0.82,    0.65,    0.10,    1.90,    0.21,    0.17,    0.02,    0.50,   -0.01,    0.05,   -0.10,   -0.10,    0.00,    0.02,   -0.04,    0.04,   -0.15,    0.43,   -1.57,    0.00,    0.10,    0.23,   -0.04,    0.79,    3.00,4
1078,43,3,25, 1285.33, 1149.06,   63.53,    0.89,    0.02,   12.39,    0.29,    0.49,    0.02,    3.19,    0.24,    0.30,    0.02,    1.73,    0.10,    0.41,    0.02,    2.68,   -0.04,    0.25,   -1.59,   -1.59,   -0.03,    0.15,   -0.79,    0.16,   -0.04,    0.13,   -0.80,    0.00,    0.04,    0.59,   -1.57,    1.57,    2.00,4
827,32,3,22,  306.13,  258.41,   25.28,    0.84,    0.01,    9.19,    0.93,    0.74,    0.02,    2.70,    0.90,    0.76,    0.01,    2.70,    0.07,    0.11,    0.01,    0.40,   -0.00,    0.05,   -0.15,   -0.15,    0.00,    0.01,   -0.04,    0.03,   -0.02,    0.03,   -0.11,    0.01,   -0.03,    0.15,   -0.79,    0.14,    4.00,4
927,51,3,33,  719.36,  705.81,   16.97,    0.98,    0.00,   32.11,    1.27,    1.57,    0.01,    5.02,    0.87,    1.09,    0.01,    3.50,    0.91,    1.14,    0.10,    3.60,    0.00,    0.08,   -0.21,   -0.21,   -0.00,    0.09,   -0.16,    0.55,   -0.06,    0.04,   -0.16,    0.00,   -0.02,    0.31,   -1.57,    0.79,    6.00,4
6766,23,3,13,   33.55,    7.21,   15.25,    0.21,    0.00,   19.65,    0.15,    0.10,    0.01,    0.36,    0.07,    0.07,    0.05,    0.20,    0.11,    0.09,    0.01,    0.30,    0.00,    0.01,   -0.02,   -0.02,   -0.01,    0.06,   -0.16,    0.16,   -0.09,    0.06,   -0.16,    0.00,    0.06,    0.57,   -1.57,    1.57,    0.00,4
6002,88,3,50,  966.45,  425.76,   26.88,    0.44,    0.04,   73.25,    1.09,    1.68,    0.00,    6.74,    0.80,    1.35,    0.00,    5.60,    0.65,    1.07,    0.00,    5.70,    0.00,    0.09,   -0.28,   -0.28,    0.00,    0.03,   -0.08,    0.11,   -0.07,    0.06,   -0.16,    0.02,    0.03,    0.27,   -0.79,    1.57,    6.00,4
1355,77,3,48, 1016.92,  838.55,  143.14,    0.82,    0.00,   45.86,    1.31,    2.04,    0.01,    7.35,    0.45,    0.57,    0.01,    2.60,    1.13,    2.01,    0.01,    7.20,    0.00,    0.09,   -0.26,   -0.26,   -0.00,    0.05,   -0.16,    0.16,   -0.06,    0.08,   -0.52,    0.01,    0.04,    0.47,   -1.57,    1.57,    1.00,4
1317,46,3,35,   68.41,   35.00,    0.00,    0.51,    0.01,    2.36,    0.13,    0.14,    0.00,    0.60,    0.13,    0.14,    0.00,    0.60,    0.00,    0.02,    0.05,    0.10,   -0.01,    0.05,   -0.30,   -0.30,   -0.00,    0.03,   -0.16,    0.16,   -0.01,    0.05,   -0.30,    0.00,    0.02,    0.38,   -1.57,    1.57,    0.00,4
3909,146,3,52, 1076.62,  740.02,   79.47,    0.69,    0.01,  100.04,    0.75,    1.46,    0.01,    9.21,    0.17,    0.32,    0.01,    1.75,    0.68,    1.45,    0.01,    9.10,    0.02,    0.39,   -3.00,   -3.00,   -0.00,    0.30,   -1.57,    1.57,   -0.15,    0.48,   -3.00,    3.00,    0.19,    0.67,   -1.57,    1.57,    5.00,4
2265,87,3,55,  898.54,  425.41,    0.00,    0.47,    0.18,   52.27,    1.09,    1.52,    0.00,   10.50,    0.87,    1.43,    0.00,    9.00,    0.42,    0.72,    0.00,    5.40,    0.01,    0.22,   -0.69,   -0.69,   -0.00,    0.03,   -0.12,    0.11,   -0.06,    0.07,   -0.17,    0.25,    0.01,    0.17,   -0.79,    0.79,    4.00,4
10538,189,3,113, 2995.46,  641.20, 1009.61,    0.21,    0.00,  110.24,    1.18,    1.83,    0.00,   14.76,    0.89,    1.54,    0.00,   13.17,    0.60,    1.10,    0.01,    6.67,    0.01,    0.20,   -1.35,   -1.35,    0.00,    0.05,   -0.27,    0.16,   -0.05,    0.07,   -0.60,    0.17,    0.01,    0.47,   -1.57,    1.57,    2.00,4
562,32,3,7,   31.49,   28.28,    0.00,    0.90,    0.02,   15.39,    0.10,    0.10,    0.01,    0.28,    0.06,    0.07,    0.01,    0.22,    0.06,    0.07,    0.01,    0.22,   -0.04,    0.10,   -0.25,   -0.25,   -0.23,    0.49,   -1.57,    0.17,   -0.13,    0.20,   -0.89,    0.00,    0.22,    0.79,   -1.57,    1.57,    1.00,4
11369,105,3,57, 1251.77,  632.99,   13.30,    0.51,    0.39,   40.55,    1.19,    2.21,    0.00,   10.19,    0.90,    1.53,    0.00,    7.40,    0.65,    1.65,    0.00,    7.60,    0.00,    0.11,   -0.38,   -0.38,    0.00,    0.04,   -0.14,    0.16,   -0.03,    0.04,   -0.16,    0.06,    0.00,    0.35,   -1.57,    1.11,    6.00,4
14320,76,3,42, 1107.19,  476.42,   28.32,    0.43,    0.00,   76.15,    1.72,    5.02,    0.00,   41.51,    1.03,    4.84,    0.00,   41.50,    0.99,    1.65,    0.00,    8.50,    0.20,    2.06,   -3.32,   -3.32,   -0.01,    0.06,   -0.42,    0.16,    0.02,    0.96,   -0.38,    8.23,    0.01,    0.36,   -1.57,    1.57,    7.00,4
1094,55,3,31, 1083.10,  994.06,   66.53,    0.92,    0.00,   32.79,    1.73,    3.65,    0.01,   21.05,    0.15,    0.24,    0.01,    1.50,    1.63,    3.69,    0.01,   21.00,    0.15,    1.38,   -1.74,   -1.74,    0.00,    0.06,   -0.16,    0.16,    0.04,    0.69,   -0.30,    4.97,    0.04,    0.63,   -1.57,    1.57,    2.00,4
1208,68,3,37,  786.27,  759.81,    0.75,    0.97,    0.22,   82.46,    1.20,    2.06,    0.01,   16.22,    0.29,    0.42,    0.09,    2.67,    1.15,    2.03,    0.01,   16.00,    0.05,    0.59,   -1.28,   -1.28,   -0.00,    0.03,   -0.16,    0.16,   -0.10,    0.15,   -0.28,    1.07,    0.05,    0.37,   -1.57,    1.57,    5.00,4
1426,129,3,34,  703.49,  647.04,   44.85,    0.92,    0.00,   21.62,    0.53,    1.54,    0.01,    7.57,    0.32,    0.95,    0.03,    5.40,    0.40,    1.22,    0.01,    6.20,    0.00,    0.07,   -0.32,   -0.32,   -0.00,    0.02,   -0.09,    0.16,   -0.02,    0.03,   -0.16,    0.01,   -0.02,    0.43,   -1.57,    1.57,    2.00,4
16358,102,3,48,  625.04,  538.00,    0.00,    0.86,    0.01,   40.85,    0.60,    0.78,    0.00,    4.12,    0.42,    0.49,    0.01,    2.00,    0.35,    0.65,    0.00,    3.60,    0.00,    0.06,   -0.24,   -0.24,   -0.00,    0.04,   -0.16,    0.16,   -0.04,    0.05,   -0.16,    0.01,    0.01,    0.46,   -1.57,    1.57,    4.00,4
1341,97,3,32,  431.23,   65.92,  160.99,    0.15,    0.04,   58.43,    0.46,    0.54,    0.03,    2.64,    0.30,    0.45,    0.03,    2.30,    0.30,    0.34,    0.05,    1.30,   -0.16,    0.47,   -2.64,   -2.64,   -0.15,    0.42,   -1.57,    0.17,   -0.30,    0.57,   -3.16,    0.01,    0.05,    0.36,   -1.57,    1.57,    3.00,4
6610,424,3,167, 1992.79,  163.29,  348.49,    0.08,    0.08,  222.06,    0.44,    0.58,    0.00,    4.43,    0.30,    0.45,    0.00,    2.78,    0.23,    0.43,    0.00,    4.25,   -0.16,    0.48,   -3.23,   -3.23,   -0.13,    0.38,   -1.57,    0.17,   -0.26,    0.52,   -3.23,    0.03,    0.09,    0.48,   -1.57,    1.57,    3.00,4
3444,58,3,24,  348.69,  233.49,  100.64,    0.67,    0.01,   37.01,    0.61,    0.77,    0.00,    3.73,    0.43,    0.67,    0.00,    3.33,    0.35,    0.44,    0.00,    1.67,    0.02,    0.18,   -0.23,   -0.23,    0.00,    0.06,   -0.17,    0.15,   -0.05,    0.07,   -0.17,    0.28,   -0.02,    0.57,   -1.57,    1.57,    0.00,4
543,47,3,28,  744.02,  548.13,  112.69,    0.74,    0.09,   19.42,    1.61,    2.39,    0.02,   10.14,    1.18,    1.89,    0.02,    8.10,    0.97,    1.56,    0.09,    6.10,   -0.00,    0.12,   -0.40,   -0.40,   -0.00,    0.03,   -0.12,    0.07,   -0.04,    0.05,   -0.16,    0.01,   -0.00,    0.11,   -0.31,    0.56,    1.00,4
1809,102,3,71, 1374.14,  686.87,    1.92,    0.50,    0.02,   93.84,    1.03,    1.87,    0.01,    7.35,    0.34,    0.56,    0.03,    2.50,    0.92,    1.81,    0.01,    7.20,   -0.00,    0.09,   -0.33,   -0.33,   -0.00,    0.07,   -0.39,    0.26,   -0.08,    0.07,   -0.36,    0.00,   -0.01,    0.52,   -1.57,    1.57,    6.00,4
1228,46,3,27,   74.94,   66.24,   11.26,    0.88,    0.00,   16.69,    0.16,    0.11,    0.02,    0.52,    0.12,    0.08,    0.01,    0.30,    0.07,    0.11,    0.01,    0.43,    0.00,    0.01,   -0.03,   -0.03,   -0.00,    0.05,   -0.17,    0.11,   -0.04,    0.04,   -0.11,    0.00,   -0.05,    0.47,   -1.57,    0.79,    3.00,4
24501,93,3,50, 2009.28,  717.59,   13.18,    0.36,    0.03,   29.94,    2.17,    2.86,    0.00,   10.10,    0.98,    1.14,    0.00,    5.30,    1.50,    2.90,    0.00,   10.00,   -0.00,    0.18,   -0.70,   -0.70,   -0.00,    0.02,   -0.15,    0.04,   -0.04,    0.09,   -0.70,    0.03,    0.00,    0.07,   -0.19,    0.50,    2.00,4
774,34,3,22,  160.80,  144.42,   12.81,    0.90,    0.01,   19.37,    0.46,    0.52,    0.01,    1.80,    0.43,    0.54,    0.01,    1.80,    0.05,    0.06,    0.03,    0.30,    0.00,    0.03,   -0.07,   -0.07,    0.00,    0.04,   -0.04,    0.16,   -0.06,    0.14,   -0.79,    0.01,    0.08,    0.39,   -0.56,    1.57,    4.00,4
1125,37,3,27,  251.55,  239.30,   12.38,    0.95,    0.48,   10.59,    0.69,    0.67,    0.00,    2.40,    0.68,    0.68,    0.00,    2.40,    0.04,    0.08,    0.02,    0.40,   -0.03,    0.19,   -1.10,   -1.10,   -0.00,    0.04,   -0.16,    0.14,   -0.06,    0.19,   -1.10,    0.03,    0.09,    0.56,   -1.57,    1.57,    3.00,4
1116,71,3,45,  441.69,  375.47,   12.75,    0.85,    0.03,   80.60,    0.62,    0.92,    0.01,    3.78,    0.39,    0.78,    0.03,    3.00,    0.43,    0.55,    0.01,    2.30,   -0.00,    0.05,   -0.13,   -0.13,   -0.01,    0.09,   -0.52,    0.26,   -0.13,    0.20,   -1.57,    0.00,    0.08,    0.39,   -0.79,    1.57,    7.00,4
327,14,3,4,   10.24,    8.60,    0.70,    0.84,    0.03,    8.64,    0.06,    0.05,    0.02,    0.14,    0.03,    0.04,    0.01,    0.10,    0.04,    0.04,    0.01,    0.10,   -0.00,    0.00,   -0.00,   -0.00,   -0.01,    0.09,   -0.16,    0.16,   -0.10,    0.21,   -0.79,    0.00,    0.11,    1.15,   -1.57,    1.57,    5.00,4
754,63,3,27,  543.70,  315.91,    0.00,    0.58,    0.04,   42.60,    1.00,    1.34,    0.03,    8.60,    0.70,    1.03,    0.03,    7.00,    0.68,    0.88,    0.01,    5.00,    0.12,    1.06,   -0.78,   -0.78,    0.01,    0.09,   -0.27,    0.62,    0.06,    1.06,   -0.32,    8.23,   -0.02,    0.18,   -1.11,    0.21,    6.00,4
